상권명,상권유형,업종,20254_전체점포수,20254_개업수,20254_폐업수,20254실제,20261실제,20261예측,오차
경성고등학교,골목상권,제과점,18,0,0,0,6.0,5.69,-0.31
경수초등학교,골목상권,제과점,14,0,3,21,17.0,5.29,-11.71
경신고등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
경의선책거리,골목상권,제과점,15,0,1,7,0.0,5.47,5.47
경찰병원역 3번,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
경찰병원역 4번(건너말공원),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
경춘선숲길 우측,골목상권,제과점,5,0,1,20,0.0,4.38,4.38
경향신문사,골목상권,제과점,2,1,0,0,0.0,5.87,5.87
경희대삼거리,골목상권,제과점,7,0,0,0,0.0,4.8,4.8
경희대후문,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
계남근린공원,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
계상초등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
고대앞사거리,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
고덕중학교(고덕2동주민센터),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
고려대역 4번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
고려대역 6번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
고척중학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
곰달래도서관,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
공군호텔,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
공덕동주민센터,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
공덕래미안3차아파트,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
공릉동 국수거리,골목상권,제과점,8,1,0,0,25.0,5.45,-19.55
공릉역 2번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
공항고등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
공항시장역 1번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
공항시장역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
관악구 중앙길,골목상권,제과점,4,1,0,0,0.0,5.36,5.36
관악구신사동주민센터,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
관악우성아파트,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
관악해태어린이공원,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
광나루역 1번,골목상권,제과점,3,1,0,0,0.0,5.48,5.48
광운대역 1번,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
광진경찰서,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
광진구청,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
광진정말공원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
광진초등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
광흥창역 1번,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
광흥창역 6번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
구로4동주민센터,골목상권,제과점,4,0,0,0,0.0,4.38,4.38
구로나눔길,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
구로보건소,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
구로창업지원센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
구립대학경로당(관악산샘말공원),골목상권,제과점,4,0,0,0,0.0,4.34,4.34
구산보건지소,골목상권,제과점,6,0,0,0,0.0,4.67,4.67
구산역 1번,골목상권,제과점,7,0,0,0,0.0,4.8,4.8
구산역 2번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
구산역 4번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
구산초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
구의1동주민센터,골목상권,제과점,6,0,0,0,0.0,4.68,4.68
구의역 4번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
국기원,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
국립국악고등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
국민대학교앞,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
국민은행방학지점,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
국제신학대학원대학교(남서울중학교),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
군자역 4번,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
군자역 5번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
굽은다리역 1번(십자성마을),골목상권,제과점,2,0,0,0,0.0,3.84,3.84
굽은다리역 3번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
굽은다리역 4번,골목상권,제과점,4,0,0,0,33.0,4.34,-28.66
그라운드 고척,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
금동어린이공원,골목상권,제과점,2,0,0,0,100.0,3.81,-96.19
금북초등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
금산초등학교(금천고등학교),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
금천구립가산도서관,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
금천구청역 1번 출입구,골목상권,제과점,8,1,0,0,0.0,5.48,5.48
금천금빛공원(은행나무사거리서측),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
금천어울림복지센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
금천철쭉어린이공원(금하마을),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
금천해태공원,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
금호삼성래미안아파트,골목상권,제과점,1,1,0,0,0.0,7.44,7.44
길동주민센터(강동도서관),골목상권,제과점,4,1,0,0,0.0,5.34,5.34
길상사,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
길음역 7번,골목상권,제과점,5,1,0,0,0.0,5.34,5.34
길음역 8번,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
까치산역 1번,골목상권,제과점,7,0,0,0,0.0,4.8,4.8
까치산역 3번,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
까치산역 4번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
낙성대역 1번(관악구민 종합체육센터),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
난곡초등학교(난곡동벽화마을),골목상권,제과점,1,0,1,100,0.0,2.68,2.68
난우중학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
난우초등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
난향초등학교,골목상권,제과점,2,0,1,50,0.0,3.45,3.45
남가좌파출소,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
남강고등학교(남강중학교),골목상권,제과점,5,0,0,0,0.0,4.53,4.53
남구로역 2번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
남구로역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
남구로역 5번,골목상권,제과점,3,1,0,0,0.0,5.44,5.44
남부초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
남산골공원옆,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
남산케이블카,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
남성역 1번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
남영역 1번,골목상권,제과점,3,1,0,0,0.0,5.44,5.44
남천초등학교,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
내방역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
내방역 5번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
내방역 8번,골목상권,제과점,7,0,0,0,0.0,4.81,4.81
노량진초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
노원 을지대학교병원,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
노원역 9번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
노원초등학교,골목상권,제과점,2,1,0,0,0.0,5.87,5.87
녹번동근린공원,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
논현2동주민센터,골목상권,제과점,6,1,0,0,0.0,5.36,5.36
논현로18길,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
논현초등학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
누원고등학교,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
능동우편취급국,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
달마을공원,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
답십리공원,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
답십리사거리,골목상권,제과점,7,0,0,0,17.0,4.8,-12.2
답십리초등학교,골목상권,제과점,4,0,0,0,0.0,4.36,4.36
당곡중학교,골목상권,제과점,6,0,0,0,0.0,4.68,4.68
당산반도유보라팰리스아파트,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
당산역 8번,골목상권,제과점,2,0,0,0,100.0,3.81,-96.19
대광초등학교,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
대림1동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
대림갑을명가아파트,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
대림성모병원,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
대림역 2번,골목상권,제과점,2,0,0,0,100.0,3.84,-96.16
대림역 5번,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
대림한신아파트,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
대방역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
대원고등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
대진고등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
대청초등학교,골목상권,제과점,9,0,0,0,0.0,5.04,5.04
대치2동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
대치동아우편취급국,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
대흥역 2번,골목상권,제과점,13,0,0,0,0.0,5.39,5.39
대흥역 3번,골목상권,제과점,4,0,3,75,33.0,3.8,-29.2
더케이호텔(양재리본타워2단지아파트),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
덕성여대시반거리,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
덕의초등학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
도곡2동주민센터(대치중학교),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
도곡초등학교,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
도림2동유수지내체육시설,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
도림동주민센터,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
도봉구 정병원,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
도봉구민회관,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
도봉구보건소,골목상권,제과점,7,0,0,0,40.0,4.83,-35.17
도봉산역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
도봉산입구,골목상권,제과점,3,0,1,33,0.0,3.91,3.91
도봉세무서,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
도봉역 2번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
도산공원북측,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
독립문역 1번,골목상권,제과점,4,0,0,0,0.0,4.38,4.38
독산119안전센터,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
독산2동주민센터,골목상권,제과점,5,0,0,0,25.0,4.53,-20.47
독산동성당,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
독산동정훈단지,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
독산역 1번 출입구,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
돌곶이역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
돌곶이역 5번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
돌곶이역 8번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
동교초등학교,골목상권,제과점,10,1,0,0,0.0,5.53,5.53
동구여중,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
동대문구청,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
동대문역 1번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
동대문역사문화공원역 5번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
동대부고,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
동대부여고,골목상권,제과점,4,1,1,25,0.0,5.16,5.16
동묘앞역 2번,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
동일여자고등학교,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
동작구자원봉사센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
둔촌2동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
둔촌고등학교(둔촌중학교),골목상권,제과점,2,0,0,0,0.0,3.84,3.84
둔촌동역 1번(한산중학교),골목상권,제과점,3,1,0,0,0.0,5.44,5.44
둔촌동역 3번(성내3동주민센터),골목상권,제과점,4,0,0,0,0.0,4.33,4.33
둔촌동역 4번,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
등촌1동주민센터,골목상권,제과점,7,1,0,0,0.0,5.37,5.37
등촌3동주민센터,골목상권,제과점,14,1,0,0,15.0,5.75,-9.25
등촌역 1번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
등촌역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
등촌역 7번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
떡전교사거리,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
뚝섬역교차로,골목상권,제과점,5,1,0,0,0.0,5.32,5.32
러스크서울병원,골목상권,제과점,5,0,1,20,25.0,4.37,-20.63
리움미술관,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
마장역 2번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
마장역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
마천1치안센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
마천역(마천초등학교),골목상권,제과점,3,0,0,0,0.0,4.1,4.1
마포FM,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
마포경찰서,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
마포구청역 1번,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
마포구청역 7번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
만리재,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
말미고개,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
망리단길,골목상권,제과점,47,1,2,4,2.0,6.68,4.68
망우3동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
망우본동주민센터,골목상권,제과점,6,1,0,0,0.0,5.37,5.37
망우역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
망우역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
망원역 1번,골목상권,제과점,6,0,1,17,0.0,4.55,4.55
매봉역 1번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
먹골역 1번,골목상권,제과점,4,1,0,0,0.0,5.37,5.37
먹골역 5번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
먹골파출소,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
메디힐병원,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
면동초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
면목2동체육관,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
면목동우체국,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
면목역 1번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
면목역 2번,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
면목역 3번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
명지대학교,골목상권,제과점,12,0,1,8,0.0,5.26,5.26
명지대학교교회,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
모래내우체국,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
목동로데오거리,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
목동문화체육센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
목동보건지소,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
목동센트럴아이파크앞,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
목동역 5번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
묘곡초등학교(고덕아이파크아파트),골목상권,제과점,4,0,0,0,0.0,4.33,4.33
문래동사거리,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
문래예술촌(문래창작촌),골목상권,제과점,11,3,0,0,0.0,6.32,6.32
문래중학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
문성초등학교,골목상권,제과점,2,0,1,50,0.0,3.45,3.45
문정동성당,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
문정역 1번,골목상권,제과점,4,0,0,0,0.0,4.36,4.36
문정역 2번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
문정초등학교,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
문현중학교(장지역 1번),골목상권,제과점,2,0,0,0,0.0,3.84,3.84
미근동,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
미림여고,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
미성동주민센터,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
미성초등학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
미아역 5번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
미아역 8번,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
바우뫼공원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
반포4동주민센터(몽마르뜨공원),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
발산역 5번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
방배노인종합복지관(이수중학교),골목상권,제과점,3,0,0,0,0.0,4.1,4.1
방배동사이길,골목상권,제과점,5,0,0,0,25.0,4.51,-20.49
방배아이파크아파트,골목상권,제과점,1,0,0,0,100.0,3.4,-96.6
방배역 3번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
방배초등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
방이동고분군(방산고등학교),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
방이역 1번,골목상권,제과점,6,0,0,0,20.0,4.68,-15.32
방이역 2번,골목상권,제과점,4,0,1,25,0.0,4.16,4.16
방이역 4번,골목상권,제과점,10,1,0,0,25.0,5.55,-19.45
방학1동주민센터,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
방학역 1번,골목상권,제과점,5,0,0,0,20.0,4.51,-15.49
방학역 2번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
방학중학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
방학초등학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
방화역 1번,골목상권,제과점,3,0,0,0,0.0,4.17,4.17
방화역 3번,골목상권,제과점,3,0,0,0,0.0,4.15,4.15
방화초등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
배문고등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
배화여자대학교(박노수미술관),골목상권,제과점,9,0,0,0,13.0,5.03,-7.97
백산초등학교,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
번동주공2단지,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
법제교육센터(버들어린이공원),골목상권,제과점,3,1,0,0,33.0,5.48,-27.52
보라매동주민센터(당곡고등학교),골목상권,제과점,3,0,0,0,0.0,4.1,4.1
보라매역 2번,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
보라매역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
보라매역 6번,골목상권,제과점,5,1,0,0,0.0,5.34,5.34
보문역 4번,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
보문역 8번,골목상권,제과점,3,0,1,33,0.0,3.89,3.89
봉은사역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
봉천역 1번(관악초등학교),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
봉천역 4번(봉천110안전센터),골목상권,제과점,2,0,0,0,100.0,3.81,-96.19
봉천역 6번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
부암동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
북가좌2동주민센터,골목상권,제과점,3,0,1,33,0.0,3.89,3.89
북가좌초등학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
북정마을,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
북한산보국문역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
북한산보국문역 2번,골목상권,제과점,2,0,0,0,100.0,3.81,-96.19
북한산우이역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
불광역 3번,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
불광역 7번,골목상권,제과점,4,0,0,0,0.0,4.36,4.36
불광중학교,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
사가정역 1번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
사가정역 4번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
사근동살곶이상점가,골목상권,제과점,3,1,0,0,0.0,5.46,5.46
사당역 10번,골목상권,제과점,7,1,0,0,0.0,5.37,5.37
사당역 4번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
사당종합체육관,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
사직공원(한국사회과학도서관),골목상권,제과점,4,0,0,0,33.0,4.34,-28.66
삼각지역 3번,골목상권,제과점,2,1,0,0,0.0,5.83,5.83
삼광초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
삼선동주민센터,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
삼성산자연공원(서울금천초등학교),골목상권,제과점,1,0,1,100,0.0,2.68,2.68
삼성중앙역 5번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
삼성중앙역 7번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
삼양사거리역 1번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
삼양사거리역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
삼양입구사거리,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
삼육보건대학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
삼전역 1번,골목상권,제과점,7,0,1,14,0.0,4.72,4.72
삼전역 3번,골목상권,제과점,3,0,0,0,0.0,4.17,4.17
삼전역 4번,골목상권,제과점,3,2,1,33,0.0,6.57,6.57
상계2동주민센터,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
상계5동주민센터,골목상권,제과점,8,0,0,0,0.0,4.92,4.92
상계역,골목상권,제과점,5,0,0,0,0.0,4.55,4.55
상계초등학교,골목상권,제과점,4,0,1,25,0.0,4.15,4.15
상도1동주민센터앞,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
상도역 2번,골목상권,제과점,4,1,0,0,0.0,5.36,5.36
상도역 5번,골목상권,제과점,7,0,1,14,0.0,4.71,4.71
상봉역 3번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
상봉역 7번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
상수역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
상왕십리역 3번,골목상권,제과점,5,0,0,0,25.0,4.51,-20.49
상왕십리역 6번,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
상월곡역 1번,골목상권,제과점,7,0,0,0,0.0,4.81,4.81
상월곡역 3번,골목상권,제과점,2,0,0,0,0.0,3.88,3.88
상일여고(상일초등학교),골목상권,제과점,12,1,1,8,0.0,5.57,5.57
새남터성지,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
새절역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
새절역 3번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
새터산,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
샘말어린이공원,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
샤로수길,골목상권,제과점,13,0,1,8,8.0,5.32,-2.68
서강대역 1번,골목상권,제과점,8,0,0,0,0.0,4.93,4.93
서강대학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서대문소방서,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
서대문우체국,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
서래초등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서문여고,골목상권,제과점,1,0,1,100,0.0,2.68,2.68
서서울호수공원,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서연중학교,골목상권,제과점,6,0,0,0,0.0,4.67,4.67
서울국제고등학교,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
서울대입구역 8번,골목상권,제과점,4,0,1,25,33.0,4.15,-28.85
서울북부고용노동지청,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서울서부지방법원,골목상권,제과점,4,0,0,0,0.0,4.34,4.34
서울숲역 1번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서울숲카페거리,골목상권,제과점,13,0,0,0,18.0,5.37,-12.63
서울시립대,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
서울여자간호대학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
서울역 12번,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
서울역 15번,골목상권,제과점,4,0,0,0,0.0,4.33,4.33
서울지방병무청,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서울축산농협 독산역지점(독산파출소),골목상권,제과점,2,0,0,0,0.0,3.81,3.81
서울프랑스학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서원동주민센터(신관중학교),골목상권,제과점,1,0,0,0,0.0,3.4,3.4
서일대학교,골목상권,제과점,5,0,0,0,0.0,4.53,4.53
서초동성당,골목상권,제과점,6,0,0,0,0.0,4.68,4.68
서초중학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
석계역 1번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
석계역 2번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
석계역 7번,골목상권,제과점,3,0,0,0,0.0,4.12,4.12
석수역 1번 출입구,골목상권,제과점,1,0,0,0,0.0,3.47,3.47
석촌고분역 1번,골목상권,제과점,5,0,0,0,0.0,4.54,4.54
석촌고분역 3번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
석촌고분역 4번,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
석촌역 3번,골목상권,제과점,11,1,1,9,0.0,5.52,5.52
석촌역 6번,골목상권,제과점,6,0,0,0,0.0,4.67,4.67
석촌역 7번,골목상권,제과점,10,0,0,0,0.0,5.13,5.13
석촌중학교(방이육교),골목상권,제과점,1,0,0,0,0.0,3.47,3.47
선유도역 1번,골목상권,제과점,10,0,0,0,11.0,5.14,-5.86
선유도역 6번,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
선일여고,골목상권,제과점,7,0,0,0,0.0,4.83,4.83
선정릉역 4번,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
선정중학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
성곡미술관,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
성균관대학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
성남고등학교,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
성내중학교,골목상권,제과점,2,0,0,0,0.0,3.81,3.81
성내천어린이공원(하니사랑길),골목상권,제과점,5,1,0,0,25.0,5.34,-19.66
성동초등학교,골목상권,제과점,3,1,0,0,0.0,5.44,5.44
성미산체육관,골목상권,제과점,2,0,0,0,0.0,3.84,3.84
성북초등학교앞,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
성산중학교,골목상권,제과점,5,0,0,0,0.0,4.51,4.51
성서초등학교,골목상권,제과점,3,0,0,0,0.0,4.1,4.1
성수119안전센터,골목상권,제과점,5,1,0,0,0.0,5.32,5.32
성수1가1동주민센터,골목상권,제과점,1,0,0,0,0.0,3.4,3.4
성수2가3동주민센터,골목상권,제과점,5,1,0,0,0.0,5.34,5.34
성수동카페거리,골목상권,제과점,14,1,1,7,0.0,5.68,5.68
