상권명,상권유형,업종,20254_전체점포수,20254_개업수,20254_폐업수,20254실제,20261실제,20261예측,오차
북가좌2동주민센터,골목상권,분식전문점,10,0,0,0,0.0,5.5,5.5
북가좌초등학교,골목상권,분식전문점,3,0,0,0,0.0,4.49,4.49
북한산보국문역 1번,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
북한산보국문역 2번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
북한산우이역 2번,골목상권,분식전문점,6,0,0,0,0.0,5.04,5.04
불광역 7번,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
불광역 8번,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
불광중학교,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
사가정역 1번,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
사가정역 4번,골목상권,분식전문점,10,0,0,0,0.0,5.51,5.51
사근동살곶이상점가,골목상권,분식전문점,6,0,0,0,0.0,5.04,5.04
사당역 10번,골목상권,분식전문점,7,0,0,0,0.0,5.18,5.18
사당역 4번,골목상권,분식전문점,14,0,0,0,8.0,5.81,-2.19
사당종합체육관,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
사직공원(한국사회과학도서관),골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
삼각산119안전센터,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
삼각지역 3번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
삼광초등학교,골목상권,분식전문점,3,1,0,0,0.0,5.8,5.8
삼선동주민센터,골목상권,분식전문점,4,0,0,0,0.0,4.71,4.71
삼선중학교,골목상권,분식전문점,7,0,0,0,0.0,5.18,5.18
삼성산자연공원(서울금천초등학교),골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
삼성전자서울R&D(서울우면초등학교),골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
삼성중앙역 7번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
삼양사거리역 2번,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
삼양입구사거리,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
삼육보건대학교,골목상권,분식전문점,11,0,1,9,20.0,5.53,-14.47
삼전역 1번,골목상권,분식전문점,9,1,0,0,0.0,5.86,5.86
삼전역 3번,골목상권,분식전문점,8,1,0,0,13.0,5.81,-7.19
삼전역 4번,골목상권,분식전문점,11,1,1,9,30.0,5.88,-24.12
상계2동주민센터,골목상권,분식전문점,3,0,1,33,0.0,4.23,4.23
상계3동4동주민센터,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
상계5동주민센터,골목상권,분식전문점,3,0,1,33,50.0,4.23,-45.77
상계역,골목상권,분식전문점,12,0,0,0,0.0,5.67,5.67
상계제일중학교,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
상계초등학교,골목상권,분식전문점,8,1,1,13,0.0,5.74,5.74
상도4동주민센터,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
상도역 1번,골목상권,분식전문점,5,3,2,40,25.0,7.04,-17.96
상도역 2번,골목상권,분식전문점,4,0,0,0,0.0,4.71,4.71
상도역 5번,골목상권,분식전문점,10,1,1,10,0.0,5.84,5.84
상도초등학교,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
상봉역 3번,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
상봉역 4번,골목상권,분식전문점,6,0,0,0,20.0,5.03,-14.97
상봉역 7번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
상수역 4번,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
상신초등학교입구,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
상왕십리역 3번,골목상권,분식전문점,6,0,1,17,0.0,4.92,4.92
상왕십리역 6번,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
상월곡역 1번,골목상권,분식전문점,9,0,1,11,0.0,5.32,5.32
상월곡역 3번,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
상일여고(상일초등학교),골목상권,분식전문점,15,0,0,0,0.0,5.9,5.9
새남터성지,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
새절역 2번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
새절역 3번,골목상권,분식전문점,7,1,0,0,14.0,5.75,-8.25
새터산,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
샘말어린이공원,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
샤로수길,골목상권,분식전문점,15,2,1,7,15.0,6.36,-8.64
서강대역 1번,골목상권,분식전문점,11,1,0,0,0.0,5.95,5.95
서강대학교,골목상권,분식전문점,3,0,0,0,0.0,4.53,4.53
서경대학교,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
서대문구보건소별관,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
서대문구청,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
서대문소방서,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
서대문우체국,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
서문여고,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
서빙고역 1번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
서서울호수공원,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
서연중학교,골목상권,분식전문점,6,1,0,0,0.0,5.72,5.72
서울공연예술고등학교,골목상권,분식전문점,4,0,0,0,67.0,4.69,-62.31
서울과학기술대,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
서울국제고등학교,골목상권,분식전문점,13,1,1,8,18.0,6.0,-12.0
서울금융고등학교,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
서울대병원,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
서울대입구역 8번,골목상권,분식전문점,8,1,0,0,0.0,5.82,5.82
서울독일학교,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
서울북부고용노동지청,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
서울산업정보학교(서울삼성초등학교),골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
서울서부지방법원,골목상권,분식전문점,5,0,0,0,0.0,4.93,4.93
서울숲역 1번,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
서울숲카페거리,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
서울시립대,골목상권,분식전문점,10,1,0,0,11.0,5.9,-5.1
서울여자간호대학교,골목상권,분식전문점,7,0,0,0,14.0,5.17,-8.83
서울역 12번,골목상권,분식전문점,6,0,1,17,17.0,4.92,-12.08
서울역 15번,골목상권,분식전문점,6,0,0,0,0.0,5.03,5.03
서울지방병무청,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
서울축산농협 독산역지점(독산파출소),골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
서울프랑스학교,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
서원동주민센터(신관중학교),골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
서일대학교,골목상권,분식전문점,10,1,0,0,22.0,5.9,-16.1
서초동성당,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
서초중학교,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
석계역 1번,골목상권,분식전문점,6,0,0,0,0.0,5.04,5.04
석계역 2번,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
석계역 7번,골목상권,분식전문점,4,0,0,0,0.0,4.72,4.72
석관고등학교,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
석관중앙교회,골목상권,분식전문점,4,0,1,25,0.0,4.51,4.51
석수역 1번 출입구,골목상권,분식전문점,4,0,0,0,0.0,4.72,4.72
석촌고분역 1번,골목상권,분식전문점,11,0,0,0,10.0,5.6,-4.4
석촌고분역 3번,골목상권,분식전문점,7,0,0,0,0.0,5.19,5.19
석촌고분역 4번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
석촌역 3번,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
석촌역 6번,골목상권,분식전문점,3,0,1,33,0.0,4.23,4.23
석촌역 7번,골목상권,분식전문점,6,1,0,0,0.0,5.74,5.74
선유도역 1번,골목상권,분식전문점,12,1,0,0,20.0,6.0,-14.0
선유도역 6번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
선일여고,골목상권,분식전문점,5,0,0,0,67.0,4.9,-62.1
선정중학교,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
성곡미술관,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
성균관대학교,골목상권,분식전문점,2,0,1,50,0.0,3.81,3.81
성남고등학교,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
성내중학교,골목상권,분식전문점,3,0,0,0,33.0,4.46,-28.54
성내천어린이공원(하니사랑길),골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
성동구보건소,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
성동세무서,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
성미산체육관,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
성산중학교,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
성서초등학교,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
성수119안전센터,골목상권,분식전문점,3,1,1,33,0.0,5.56,5.56
성수1가1동주민센터,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
성수2가3동주민센터,골목상권,분식전문점,2,2,0,0,100.0,8.22,-91.78
성수동카페거리,골목상권,분식전문점,14,0,0,0,0.0,5.82,5.82
성수초등학교,골목상권,분식전문점,5,0,0,0,0.0,4.88,4.88
성신여대운정그린캠퍼스,골목상권,분식전문점,5,0,0,0,0.0,4.89,4.89
성신여대입구역 1번,골목상권,분식전문점,6,0,0,0,0.0,5.04,5.04
성신여대입구역 4번,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
성신여대입구역 7번,골목상권,분식전문점,3,0,0,0,0.0,4.49,4.49
성심여자고등학교,골목상권,분식전문점,4,0,0,0,0.0,4.72,4.72
성원어린이공원,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
성원중학교,골목상권,분식전문점,10,0,0,0,0.0,5.49,5.49
성자초등학교,골목상권,분식전문점,5,0,0,0,25.0,4.9,-20.1
세검정,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
세검정초등학교,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
세곡초등학교,골목상권,분식전문점,10,0,0,0,0.0,5.51,5.51
세종대왕기념관교차로,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
솔밭공원역 1번,골목상권,분식전문점,3,0,0,0,0.0,4.49,4.49
솔밭공원역 2번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
송정역 2번,골목상권,분식전문점,1,0,1,100,0.0,3.04,3.04
송정역 3번,골목상권,분식전문점,7,0,0,0,17.0,5.2,-11.8
송정체육공원,골목상권,분식전문점,5,0,0,0,0.0,4.88,4.88
송중동주민센터,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
송중초등학교,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
송천동주민센터,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
송천초등학교,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
송파나루역 1번(송리단길),골목상권,분식전문점,13,0,0,0,18.0,5.75,-12.25
송파나루역 2번,골목상권,분식전문점,4,0,0,0,0.0,4.72,4.72
송파역 2번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
송파책박물관,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
수궁동주민센터,골목상권,분식전문점,6,0,0,0,0.0,5.04,5.04
수락산디자인거리,골목상권,분식전문점,10,1,0,0,0.0,5.92,5.92
수락산역 4번,골목상권,분식전문점,13,0,0,0,0.0,5.76,5.76
수색역 1번,골목상권,분식전문점,2,1,0,0,0.0,6.19,6.19
수송초등학교,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
수유1동주민센터,골목상권,분식전문점,9,0,0,0,14.0,5.41,-8.59
수유동우체국,골목상권,분식전문점,1,1,0,0,0.0,7.81,7.81
수유북부시장옆,골목상권,분식전문점,2,0,1,50,0.0,3.81,3.81
수유역 2번,골목상권,분식전문점,8,0,1,13,11.0,5.22,-5.78
수유초등학교,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
숙대입구,골목상권,분식전문점,43,1,2,5,5.0,6.97,1.97
숙대입구역 1번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
숭곡초등학교,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
숭실대입구역 1번,골목상권,분식전문점,7,0,0,0,0.0,5.19,5.19
숭실대입구역 4번,골목상권,분식전문점,10,0,0,0,0.0,5.5,5.5
시립대앞사거리,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
시립서북병원,골목상권,분식전문점,9,0,0,0,0.0,5.41,5.41
시흥4동주민센터(서울신흥초등학교),골목상권,분식전문점,5,0,0,0,25.0,4.88,-20.12
시흥동 은행나무사거리,골목상권,분식전문점,8,0,0,0,14.0,5.32,-8.68
시흥초등학교(시흥1동우체국),골목상권,분식전문점,6,0,1,17,20.0,4.92,-15.08
신곡초등학교,골목상권,분식전문점,3,0,0,0,33.0,4.46,-28.54
신금호역 4번,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
신길2동우편취급국,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신길3동주민센터,골목상권,분식전문점,6,0,0,0,20.0,5.03,-14.97
신길대성유니드아파트,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신길동홍어거리,골목상권,분식전문점,2,0,0,0,0.0,4.24,4.24
신길새마을금고신길4동지점,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
신길역 3번,골목상권,분식전문점,4,0,0,0,33.0,4.69,-28.31
신내1동주민센터,골목상권,분식전문점,13,1,0,0,0.0,6.08,6.08
신당역 3번,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
신대방삼거리역 1번,골목상권,분식전문점,3,1,0,0,0.0,5.8,5.8
신대방삼거리역 3번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신대방역 1번,골목상권,분식전문점,3,0,0,0,0.0,4.49,4.49
신대방역 2번,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
신대방역 4번,골목상권,분식전문점,5,0,0,0,0.0,4.88,4.88
신림역 1번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
"신림역 5번(신림동주민센터, 신림동별빛거리)",골목상권,분식전문점,6,0,0,0,0.0,5.05,5.05
신림역 8번,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
신림우방아파트,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신림주공2단지(광신고등학교),골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신림현대아파트,골목상권,분식전문점,4,0,0,0,100.0,4.69,-95.31
신묵초등학교,골목상권,분식전문점,6,0,0,0,0.0,5.04,5.04
신방화역 2번,골목상권,분식전문점,8,0,2,25,0.0,5.12,5.12
신방화역 8번,골목상권,분식전문점,3,1,0,0,0.0,5.82,5.82
신사1동주민센터,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
신사은행나무공원,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
신서초등학교,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
신설동역 12번,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
신설동역 9번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
신성초등학교,골목상권,분식전문점,3,0,1,33,0.0,4.27,4.27
신수동주민센터,골목상권,분식전문점,6,0,0,0,20.0,5.03,-14.97
신원동주민센터,골목상권,분식전문점,6,0,0,0,0.0,5.05,5.05
신월1동우편취급국,골목상권,분식전문점,2,0,1,50,0.0,3.81,3.81
신월1동주민센터,골목상권,분식전문점,3,0,0,0,0.0,4.49,4.49
신월1파출소,골목상권,분식전문점,4,0,0,0,0.0,4.71,4.71
신월2동주민센터,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
신월3동주민센터,골목상권,분식전문점,4,0,0,0,25.0,4.72,-20.28
신월4동주민센터,골목상권,분식전문점,3,0,0,0,0.0,4.51,4.51
신월7동주민센터,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신월문화체육센터,골목상권,분식전문점,10,0,0,0,0.0,5.5,5.5
신월중학교,골목상권,분식전문점,2,0,1,50,0.0,3.81,3.81
신자초등학교,골목상권,분식전문점,1,0,1,100,0.0,3.04,3.04
신정2동주민센터,골목상권,분식전문점,6,0,1,17,0.0,4.92,4.92
신정롯데캐슬아파트,골목상권,분식전문점,6,2,0,0,0.0,6.37,6.37
신정역 5번,골목상권,분식전문점,10,0,1,10,0.0,5.43,5.43
신중초등학교,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
신진과학기술고등학교,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
신창초등학교,골목상권,분식전문점,9,1,3,33,0.0,5.62,5.62
신촌역 6번,골목상권,분식전문점,1,0,0,0,0.0,3.83,3.83
신풍역 1번,골목상권,분식전문점,10,0,0,0,0.0,5.5,5.5
신풍역 3번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신한은행 방학동지점,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
신한은행 신월동지점,골목상권,분식전문점,7,0,0,0,17.0,5.2,-11.8
싸리고개근린공원,골목상권,분식전문점,26,0,0,0,0.0,6.4,6.4
쌍문2동우체국,골목상권,분식전문점,7,1,0,0,17.0,5.73,-11.27
쌍문역1번(쌍리단길),골목상권,분식전문점,7,0,0,0,0.0,5.19,5.19
쌍문초등학교,골목상권,분식전문점,4,0,0,0,33.0,4.69,-28.31
아래방죽마을공원(율현초등학교),골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
아차산역 1번,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
아현역 1번,골목상권,분식전문점,3,1,0,0,50.0,5.8,-44.2
아현역 2번,골목상권,분식전문점,6,0,0,0,0.0,5.04,5.04
안암역 2번,골목상권,분식전문점,6,1,0,0,0.0,5.74,5.74
안암역 3번,골목상권,분식전문점,19,0,0,0,5.0,6.12,1.12
암사동성당(효정하나플러스아파트),골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
암사역 1번,골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
암사역 2번(서울강동초등학교),골목상권,분식전문점,10,0,0,0,11.0,5.5,-5.5
암사역 3번(천호동자전거거리),골목상권,분식전문점,6,0,1,17,0.0,4.96,4.96
애오개역 3번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
약수역 7번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
양목초등학교,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
양재역 8번(양재동우체국),골목상권,분식전문점,4,0,0,0,0.0,4.69,4.69
양지어린이공원,골목상권,분식전문점,7,0,0,0,0.0,5.19,5.19
양천향교역 2번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
양천향교역 5번,골목상권,분식전문점,2,0,0,0,0.0,4.21,4.21
양천향교역 7번,골목상권,분식전문점,9,0,1,11,0.0,5.35,5.35
양평역 2번,골목상권,분식전문점,9,1,0,0,0.0,5.85,5.85
양화초등학교,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
어린이대공원역 3번,골목상권,분식전문점,5,0,0,0,0.0,4.89,4.89
어린이대공원역 4번,골목상권,분식전문점,5,0,0,0,0.0,4.88,4.88
언북초등학교,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
언주역 3번,골목상권,분식전문점,5,0,0,0,0.0,4.88,4.88
역삼역 4번,골목상권,분식전문점,3,0,0,0,0.0,4.49,4.49
역삼역 8번,골목상권,분식전문점,1,1,1,100,0.0,7.09,7.09
역삼월드메르디앙아파트,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
역촌노인복지관,골목상권,분식전문점,8,0,0,0,0.0,5.3,5.3
역촌역 2번,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
역촌역 3번,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
연가초등학교,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
연신내역 2번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
연신내역 3번,골목상권,분식전문점,3,0,0,0,0.0,4.46,4.46
연신내역 4번,골목상권,분식전문점,6,0,0,0,20.0,5.05,-14.95
연신내역 5번,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
연신내역 7번,골목상권,분식전문점,6,2,0,0,0.0,6.39,6.39
연신내우체국,골목상권,분식전문점,3,0,0,0,50.0,4.46,-45.54
연신초등학교,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
연천초등학교,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
연트럴파크(연남동주민센터),골목상권,분식전문점,8,0,0,0,0.0,5.29,5.29
연희대우아파트앞,골목상권,분식전문점,6,0,0,0,0.0,5.05,5.05
연희세브란스병원,골목상권,분식전문점,2,0,0,0,0.0,4.17,4.17
연희어린이공원,골목상권,분식전문점,1,0,0,0,0.0,3.76,3.76
연희임광아파트,골목상권,분식전문점,3,0,0,0,0.0,4.49,4.49
